request_id,op,filename,bytes,rounds,forfeited_bytes,arrival_ns,start_ns,finish_ns
1,PUT,large.txt,153600,1,0,1862300269598000,1862300269604000,1862300270941000
2,PUT,longline.txt,160008,1,0,1862300271234000,1862300271238000,1862300271638000
3,PUT,medium.txt,30720,1,0,1862300271840000,1862300271843000,1862300272066000
4,PUT,small.txt,1024,1,0,1862300272229000,1862300272231000,1862300272440000
5,PUT,medium.txt,30720,1,0,1862300272731000,1862300272741000,1862300273245000
6,GET,longline.txt,160008,1,0,1862300272737000,1862300272745000,1862300273637000
7,PUT,small.txt,1024,1,0,1862300272739000,1862300272750000,1862300273214000
8,PUT,large.txt,153600,1,0,1862300272752000,1862300272759000,1862300274237000
9,GET,small.txt,1024,1,0,1862300272786000,1862300273217000,1862300274216000
10,PUT,longline.txt,160008,1,0,1862300272878000,1862300273247000,1862300276208000
11,PUT,longline.txt,160008,1,0,1862300272905000,1862300273639000,1862300275977000
12,PUT,longline.txt,160008,1,0,1862300272913000,1862300274220000,1862300276062000
13,PUT,large.txt,153600,1,0,1862300273597000,1862300274240000,1862300276029000
14,PUT,longline.txt,160008,1,0,1862300273598000,1862300275979000,1862300276695000
15,GET,large.txt,153600,1,0,1862300274108000,1862300276031000,1862300345575000
16,PUT,large.txt,153600,1,0,1862300274645000,1862300276065000,1862300276708000
17,GET,large.txt,153600,1,0,1862300274650000,1862300276212000,1862300346162000
18,GET,medium.txt,30720,1,0,1862300276367000,1862300276698000,1862300286132000
19,GET,medium.txt,30720,1,0,1862300276406000,1862300276711000,1862300286532000
20,GET,large.txt,153600,1,0,1862300276506000,1862300286136000,1862300364659000
21,PUT,large.txt,153600,1,0,1862300276631000,1862300286536000,1862300286913000
22,GET,medium.txt,30720,1,0,1862300276905000,1862300286915000,1862300298298000
23,PUT,medium.txt,30720,1,0,1862300276975000,1862300298302000,1862300298630000
24,GET,longline.txt,160008,1,0,1862300286333000,1862300298633000,1862300299355000
25,GET,small.txt,1024,1,0,1862300286723000,1862300299357000,1862300299687000
26,PUT,medium.txt,30720,1,0,1862300287170000,1862300299689000,1862300299927000
27,GET,longline.txt,160008,1,0,1862300298736000,1862300299929000,1862300300573000
28,PUT,medium.txt,30720,1,0,1862300299072000,1862300300576000,1862300300795000
29,GET,longline.txt,160008,1,0,1862300299571000,1862300300797000,1862300301498000
30,PUT,medium.txt,30720,1,0,1862300300021000,1862300301501000,1862300301760000
31,PUT,medium.txt,30720,1,0,1862300300314000,1862300301762000,1862300302006000
32,PUT,small.txt,1024,1,0,1862300300787000,1862300302010000,1862300302609000
33,PUT,medium.txt,30720,1,0,1862300300965000,1862300302612000,1862300302875000
34,GET,small.txt,1024,1,0,1862300301641000,1862300302877000,1862300303351000
35,PUT,longline.txt,160008,1,0,1862300302037000,1862300303353000,1862300305185000
36,GET,longline.txt,160008,1,0,1862300302091000,1862300305186000,1862300306139000
37,PUT,small.txt,1024,1,0,1862300302814000,1862300306142000,1862300306337000
38,PUT,large.txt,153600,1,0,1862300303198000,1862300306340000,1862300306723000
39,PUT,longline.txt,160008,1,0,1862300303514000,1862300306725000,1862300307670000
40,PUT,medium.txt,30720,1,0,1862300305448000,1862300307672000,1862300307962000
41,GET,small.txt,1024,1,0,1862300306230000,1862300307964000,1862300308563000
42,GET,medium.txt,30720,1,0,1862300306446000,1862300308566000,1862300320332000
43,GET,medium.txt,30720,1,0,1862300307044000,1862300320334000,1862300334512000
44,PUT,small.txt,1024,1,0,1862300307825000,1862300334538000,1862300334811000
45,GET,large.txt,153600,1,0,1862300308112000,1862300334813000,1862300413194000
46,GET,longline.txt,160008,1,0,1862300308704000,1862300345580000,1862300346336000
47,GET,small.txt,1024,1,0,1862300320477000,1862300346165000,1862300346617000
48,GET,large.txt,153600,1,0,1862300334633000,1862300346339000,1862300419063000
49,GET,large.txt,153600,1,0,1862300334938000,1862300346619000,1862300421284000
50,PUT,longline.txt,160008,1,0,1862300345782000,1862300364663000,1862300365758000
51,PUT,large.txt,153600,1,0,1862300346410000,1862300365767000,1862300366487000
52,GET,large.txt,153600,1,0,1862300346513000,1862300366495000,1862300441572000
53,PUT,longline.txt,160008,1,0,1862300346835000,1862300413203000,1862300413712000
54,GET,medium.txt,30720,1,0,1862300364865000,1862300413715000,1862300426092000
55,GET,large.txt,153600,1,0,1862300365914000,1862300419066000,1862300491782000
56,PUT,longline.txt,160008,1,0,1862300366671000,1862300421286000,1862300421892000
57,GET,longline.txt,160008,1,0,1862300413411000,1862300421894000,1862300422685000
58,PUT,large.txt,153600,1,0,1862300413942000,1862300422693000,1862300423997000
59,GET,large.txt,153600,1,0,1862300419252000,1862300424000000,1862300495664000
60,GET,small.txt,1024,1,0,1862300421435000,1862300426100000,1862300426811000
61,GET,small.txt,1024,1,0,1862300421990000,1862300426814000,1862300427218000
62,PUT,medium.txt,30720,1,0,1862300422764000,1862300427220000,1862300427517000
63,GET,large.txt,153600,1,0,1862300424381000,1862300427525000,1862300500310000
64,GET,small.txt,1024,1,0,1862300426208000,1862300441575000,1862300442014000
65,PUT,small.txt,1024,1,0,1862300426926000,1862300442016000,1862300442264000
66,PUT,longline.txt,160008,1,0,1862300427402000,1862300442267000,1862300442820000
67,GET,longline.txt,160008,1,0,1862300427658000,1862300442822000,1862300443629000
68,PUT,small.txt,1024,1,0,1862300441763000,1862300443631000,1862300443880000
69,PUT,small.txt,1024,1,0,1862300442217000,1862300443896000,1862300444415000
70,PUT,large.txt,153600,1,0,1862300442484000,1862300444416000,1862300445127000
71,GET,large.txt,153600,1,0,1862300442954000,1862300445129000,1862300522017000
72,GET,small.txt,1024,1,0,1862300443754000,1862300491785000,1862300492188000
73,GET,small.txt,1024,1,0,1862300443994000,1862300492190000,1862300492597000
74,GET,small.txt,1024,1,0,1862300444645000,1862300492599000,1862300493255000
75,PUT,small.txt,1024,1,0,1862300445250000,1862300493262000,1862300493921000
76,PUT,small.txt,1024,1,0,1862300491925000,1862300493927000,1862300494314000
77,GET,small.txt,1024,1,0,1862300492364000,1862300494316000,1862300494820000
78,PUT,small.txt,1024,1,0,1862300492832000,1862300494823000,1862300495045000
