request_id,op,filename,bytes,rounds,forfeited_bytes,arrival_ns,start_ns,finish_ns
1,PUT,large.txt,153600,38,0,1862308311303000,1862308311310000,1862308313976000
2,PUT,longline.txt,160008,40,0,1862308314141000,1862308314144000,1862308316614000
3,PUT,medium.txt,30720,8,0,1862308316720000,1862308316723000,1862308317241000
4,PUT,small.txt,1024,1,0,1862308317328000,1862308317331000,1862308317500000
5,GET,small.txt,1024,1,0,1862308317594000,1862308317602000,1862308318073000
6,GET,medium.txt,30720,8,243,1862308317598000,1862308317604000,1862308354129000
7,GET,medium.txt,30720,8,243,1862308317600000,1862308317630000,1862308351676000
8,GET,large.txt,153600,38,1280,1862308317736000,1862308317747000,1862308505804000
9,PUT,medium.txt,30720,8,0,1862308317739000,1862308318075000,1862308322620000
10,PUT,longline.txt,160008,40,0,1862308317741000,1862308318315000,1862308349442000
11,PUT,large.txt,153600,38,0,1862308317899000,1862308318499000,1862308346571000
12,PUT,longline.txt,160008,40,0,1862308317933000,1862308318634000,1862308350451000
13,GET,small.txt,1024,1,0,1862308318197000,1862308318873000,1862308319865000
14,PUT,large.txt,153600,38,0,1862308320061000,1862308320333000,1862308349817000
15,GET,longline.txt,160008,8,0,1862308322719000,1862308322962000,1862308327508000
16,PUT,medium.txt,30720,8,0,1862308327829000,1862308328093000,1862308331665000
17,GET,medium.txt,30720,8,243,1862308332165000,1862308332789000,1862308366744000
18,PUT,large.txt,153600,38,0,1862308346920000,1862308349516000,1862308379667000
19,PUT,small.txt,1024,1,0,1862308349796000,1862308350585000,1862308351052000
20,GET,longline.txt,160008,8,0,1862308349944000,1862308351055000,1862308362018000
21,GET,small.txt,1024,1,0,1862308350519000,1862308351615000,1862308352111000
22,GET,medium.txt,30720,8,243,1862308351162000,1862308351753000,1862308387036000
23,GET,large.txt,153600,38,1280,1862308351899000,1862308353082000,1862308532657000
24,PUT,large.txt,153600,38,0,1862308352277000,1862308354132000,1862308380071000
25,GET,small.txt,1024,1,0,1862308354277000,1862308355829000,1862308356633000
26,PUT,medium.txt,30720,8,0,1862308356910000,1862308357498000,1862308366905000
27,GET,small.txt,1024,1,0,1862308362242000,1862308364442000,1862308364942000
28,PUT,longline.txt,160008,40,0,1862308365088000,1862308365483000,1862308389663000
29,PUT,large.txt,153600,38,0,1862308367149000,1862308367523000,1862308390264000
30,PUT,large.txt,153600,38,0,1862308367152000,1862308367830000,1862308390584000
31,GET,small.txt,1024,1,0,1862308379799000,1862308380250000,1862308381227000
32,GET,longline.txt,160008,8,0,1862308380291000,1862308380655000,1862308389622000
33,GET,medium.txt,30720,8,243,1862308381530000,1862308381750000,1862308415641000
34,PUT,longline.txt,160008,40,0,1862308387240000,1862308387542000,1862308447931000
35,PUT,large.txt,153600,38,0,1862308389822000,1862308390271000,1862308449628000
36,GET,medium.txt,30720,8,243,1862308389833000,1862308390541000,1862308428080000
37,PUT,medium.txt,30720,8,0,1862308390510000,1862308394405000,1862308403478000
38,PUT,large.txt,153600,38,0,1862308390948000,1862308394657000,1862308454847000
39,GET,medium.txt,30720,8,243,1862308403570000,1862308403987000,1862308442626000
40,GET,longline.txt,160008,8,0,1862308415889000,1862308416917000,1862308427130000
41,PUT,small.txt,1024,1,0,1862308427319000,1862308428364000,1862308429373000
42,GET,longline.txt,160008,8,0,1862308428217000,1862308429504000,1862308443337000
43,GET,large.txt,153600,38,1280,1862308429487000,1862308429727000,1862308590935000
44,PUT,small.txt,1024,1,0,1862308442793000,1862308443421000,1862308443687000
45,GET,small.txt,1024,1,0,1862308443439000,1862308443958000,1862308444388000
46,GET,large.txt,153600,38,1280,1862308443860000,1862308444258000,1862308600882000
47,GET,longline.txt,160008,8,0,1862308444468000,1862308446595000,1862308466341000
48,GET,small.txt,1024,1,0,1862308448038000,1862308448678000,1862308449148000
49,GET,large.txt,153600,38,1280,1862308449304000,1862308451726000,1862308605161000
50,GET,small.txt,1024,1,0,1862308449769000,1862308453689000,1862308454549000
51,PUT,large.txt,153600,38,0,1862308454712000,1862308459048000,1862308522025000
52,GET,medium.txt,30720,8,243,1862308454947000,1862308459223000,1862308495513000
53,PUT,longline.txt,160008,40,0,1862308466524000,1862308468294000,1862308527807000
54,PUT,longline.txt,160008,40,0,1862308495751000,1862308498106000,1862308537978000
55,PUT,longline.txt,160008,40,0,1862308506005000,1862308507796000,1862308546425000
56,PUT,small.txt,1024,1,0,1862308522162000,1862308522723000,1862308522986000
57,PUT,large.txt,153600,38,0,1862308523180000,1862308525221000,1862308572916000
58,GET,longline.txt,160008,8,0,1862308527991000,1862308528841000,1862308534271000
59,GET,longline.txt,160008,8,0,1862308532826000,1862308533181000,1862308541856000
60,GET,large.txt,153600,38,1280,1862308534418000,1862308534889000,1862308691179000
61,GET,small.txt,1024,1,0,1862308538151000,1862308538562000,1862308539016000
62,GET,medium.txt,30720,8,243,1862308539155000,1862308541995000,1862308567623000
63,GET,longline.txt,160008,8,0,1862308542027000,1862308542581000,1862308556794000
64,GET,longline.txt,160008,8,0,1862308546542000,1862308547976000,1862308560489000
65,PUT,medium.txt,30720,8,0,1862308557029000,1862308558961000,1862308569474000
66,PUT,longline.txt,160008,40,0,1862308560733000,1862308562919000,1862308608019000
67,PUT,small.txt,1024,1,0,1862308567885000,1862308569046000,1862308569271000
68,GET,large.txt,153600,38,1280,1862308569373000,1862308570927000,1862308762255000
69,PUT,longline.txt,160008,40,0,1862308569762000,1862308572385000,1862308610469000
70,GET,small.txt,1024,1,0,1862308573017000,1862308576128000,1862308576493000
71,PUT,longline.txt,160008,40,0,1862308576646000,1862308579189000,1862308611486000
72,PUT,large.txt,153600,38,0,1862308591162000,1862308592456000,1862308614432000
73,PUT,small.txt,1024,1,0,1862308600988000,1862308601176000,1862308601393000
74,GET,medium.txt,30720,8,243,1862308601457000,1862308601707000,1862308628779000
75,PUT,longline.txt,160008,40,0,1862308605280000,1862308605450000,1862308642563000
76,GET,longline.txt,160008,8,0,1862308608134000,1862308608339000,1862308612757000
77,PUT,longline.txt,160008,40,0,1862308610657000,1862308610837000,1862308668244000
78,PUT,medium.txt,30720,8,0,1862308611600000,1862308612083000,1862308615088000
79,PUT,longline.txt,160008,40,0,1862308613027000,1862308613201000,1862308685626000
80,GET,small.txt,1024,1,0,1862308615379000,1862308615567000,1862308616555000
81,GET,large.txt,153600,38,1280,1862308615504000,1862308616983000,1862308810952000
82,GET,medium.txt,30720,8,243,1862308616732000,1862308617314000,1862308646989000
83,GET,medium.txt,30720,8,243,1862308628888000,1862308629286000,1862308664445000
84,GET,longline.txt,160008,8,0,1862308642778000,1862308645820000,1862308661573000
85,GET,large.txt,153600,38,1280,1862308647135000,1862308648837000,1862308836070000
86,PUT,small.txt,1024,1,0,1862308661822000,1862308663102000,1862308663377000
87,PUT,large.txt,153600,38,0,1862308663669000,1862308664600000,1862308765956000
88,GET,large.txt,153600,38,1280,1862308664582000,1862308666427000,1862308849760000
89,GET,medium.txt,30720,8,243,1862308668346000,1862308671092000,1862308706553000
90,PUT,longline.txt,160008,40,0,1862308685827000,1862308688302000,1862308784515000
91,PUT,small.txt,1024,1,0,1862308691347000,1862308694390000,1862308694693000
92,GET,large.txt,153600,38,1280,1862308694834000,1862308696822000,1862308865972000
93,GET,medium.txt,30720,8,243,1862308706735000,1862308709865000,1862308750783000
94,PUT,medium.txt,30720,8,0,1862308750913000,1862308753770000,1862308765954000
95,PUT,large.txt,153600,38,0,1862308762521000,1862308765391000,1862308835895000
